accuracy,attack,attack_interval_count,attack_interval_detection_rate,benign_false_positive_count,continuous_alert_segments,detected_attack_intervals,detection_delay_rows,f1,first_attack_evaluation_index,first_attack_raw_index,first_detection_evaluation_index,first_detection_raw_index,fn,fnr,fp,fpr,k,pr_auc,precision,recall,rho,roc_auc,specificity,threshold_method,threshold_value,tn,tp
0.9981133856645917,mirai,1,1.0,549,33,1,39,0.9989733898604541,56620,121621,56659,121660,770,0.0011984137360003487,549,0.009696220416813848,1.0,0.9999867683325413,0.9991452525708592,0.9988015862639996,0.95,0.9997890719365763,0.9903037795831862,q99,81.48914057115581,56071,641746
0.9983508215854998,mirai,1,1.0,272,22,1,41,0.9991023206529314,56620,121621,56661,121662,881,0.0013711720797614378,272,0.00480395619922289,1.0,0.9999867683325413,0.9995762626050191,0.9986288279202385,0.95,0.9997890719365763,0.9951960438007771,q99_5,153.83515788654873,56348,641635
0.9982692923837422,mirai,1,1.0,181,28,1,43,0.999057767422737,56620,121621,56663,121664,1029,0.0016015165381095568,181,0.0031967502649240553,1.0,0.9999867683325413,0.9997179226640568,0.9983984834618904,0.95,0.9997890719365763,0.996803249735076,q99_9,239.3893423057159,56439,641487
0.9979031261442695,mirai,1,1.0,651,7,1,47,0.9988590267638388,56620,121621,56667,121668,815,0.0012684509023899793,651,0.01149770399152243,0.25,0.9999964953434467,0.998986536976611,0.99873154909761,0.99,0.9999600723554326,0.9885022960084776,q99,440.24649064397437,55969,641701
0.9980905002746246,mirai,1,1.0,497,6,1,838,0.9989608396104589,56620,121621,57458,122459,838,0.0013042476763224574,497,0.008777817025785941,0.25,0.9999964953434467,0.9992260676606844,0.9986957523236776,0.99,0.9999600723554326,0.991222182974214,q99_5,523.0606506189642,56123,641678
0.998273583394361,mirai,1,1.0,368,7,1,839,0.9990603793825283,56620,121621,57459,122460,839,0.0013058040577977824,368,0.006499470151889792,0.25,0.9999964953434467,0.999426831452624,0.9986941959422022,0.99,0.9999600723554326,0.9935005298481102,q99_9,641.638331111849,56252,641677
0.9979088474917612,mirai,1,1.0,646,8,1,47,0.9988621346105651,56620,121621,56667,121668,816,0.0012700072838653046,646,0.011409395973154362,0.5,0.9999963752526041,0.9989943114769921,0.9987299927161347,0.99,0.99995867548794,0.9885906040268456,q99,419.33531208999784,55974,641700
0.9980962216221164,mirai,1,1.0,493,5,1,838,0.9989639499738069,56620,121621,57458,122459,838,0.0013042476763224574,493,0.008707170611091487,0.5,0.9999963752526041,0.9992322917104635,0.9986957523236776,0.99,0.99995867548794,0.9912928293889085,q99_5,502.5895023740953,56127,641678
0.9982793047418528,mirai,1,1.0,364,5,1,839,0.9990634903706103,56620,121621,57459,122460,839,0.0013058040577977824,364,0.006428823737195337,0.5,0.9999963752526041,0.9994330580134291,0.9986941959422022,0.99,0.99995867548794,0.9935711762628047,q99_9,623.1254869650896,56256,641677
0.9979260115342365,mirai,1,1.0,633,7,1,47,0.9988714618382875,56620,121621,56667,121668,817,0.0012715636653406297,633,0.011179795125397386,1.0,0.9999953220292459,0.9990145283124615,0.9987284363346594,0.99,0.9999425615794728,0.9888202048746026,q99,389.4427083345276,55987,641699
0.9981005126327352,mirai,1,1.0,490,6,1,838,0.9989662827590287,56620,121621,57458,122459,838,0.0013042476763224574,490,0.008654185800070647,1.0,0.9999953220292459,0.999236959798682,0.9986957523236776,0.99,0.9999425615794728,0.9913458141999294,q99_5,467.4095801950338,56130,641678
0.9982907474368363,mirai,1,1.0,356,5,1,839,0.9990697124048985,56620,121621,57459,122460,839,0.0013058040577977824,356,0.0062875309078064285,1.0,0.9999953220292459,0.9994455113677957,0.9986941959422022,0.99,0.9999425615794728,0.9937124690921936,q99_9,594.4045696723495,56264,641677
0.044443151544844905,os_scan,34069,1.0,1560281,231,34069,0,0.07767421872090542,1249657,1314658,1249657,1314658,0,0.0,1560281,0.9956168841527614,0.25,0.4720729971514632,0.04040637621226816,1.0,0.9,0.9764786246407707,0.004383115847238618,q99,28.699704777977466,6869,65700
0.045661879535781,os_scan,34069,1.0,1558291,183,34069,0,0.07776569798856714,1249657,1314658,1249657,1314658,0,0.0,1558291,0.994347063140095,0.25,0.4720729971514632,0.04045588922598709,1.0,0.9,0.9764786246407707,0.005652936859904923,q99_5,39.84895878363393,8859,65700
0.04725051290688061,os_scan,34069,1.0,1555697,301,34069,0,0.07788526682223963,1249657,1314658,1249657,1314658,0,0.0,1555697,0.9926918291165492,0.25,0.4720729971514632,0.040520612780213607,1.0,0.9,0.9764786246407707,0.00730817088345085,q99_9,51.430626807256544,11453,65700
0.044512968123220135,os_scan,34069,1.0,1560167,225,34069,0,0.07767945342986711,1249657,1314658,1249657,1314658,0,0.0,1560167,0.9955441406374629,0.5,0.4720729971514632,0.04040920936337351,1.0,0.9,0.9764786246407707,0.004455859362537089,q99,26.589340207743852,6983,65700
0.04569801267722081,os_scan,34069,1.0,1558232,183,34069,0,0.07776841347701748,1249657,1314658,1249657,1314658,0,0.0,1558232,0.994309415180423,0.5,0.4720729971514632,0.04045735905198001,1.0,0.9,0.9764786246407707,0.005690584819576939,q99_5,37.69357820815001,8918,65700
0.047265823560033074,os_scan,34069,1.0,1555672,301,34069,0,0.07788642097077066,1249657,1314658,1249657,1314658,0,0.0,1555672,0.9926758765912644,0.5,0.4720729971514632,0.04052123756916982,1.0,0.9,0.9764786246407707,0.007324123408735603,q99_9,49.004426736881534,11478,65700
0.044677710751140645,os_scan,34069,1.0,1559898,186,34069,0,0.07769180830344505,1249657,1314658,1249657,1314658,0,0.0,1559898,0.995372491465399,1.0,0.4720729971514632,0.04041589618097463,1.0,0.9,0.9764786246407707,0.004627508534601027,q99,22.675008875744343,7252,65700
0.04592644762225557,os_scan,34069,1.0,1557859,206,34069,0,0.07778558527733165,1249657,1314658,1249657,1314658,0,0.0,1557859,0.9940714035031746,1.0,0.4720729971514632,0.04046665381424389,1.0,0.9,0.9764786246407707,0.0059285964968254475,q99_5,34.50658654949875,9291,65700
0.047615518878035334,os_scan,34069,1.0,1555101,326,34069,0,0.07791279103896173,1249657,1314658,1249657,1314658,0,0.0,1555101,0.9923115209137606,1.0,0.4720729971514632,0.0405355129963518,1.0,0.9,0.9764786246407707,0.007688479086239351,q99_9,45.923069110640704,12049,65700
0.04298618979085648,os_scan,34069,1.0,1562660,101,34069,0,0.07756513936932577,1249657,1314658,1249657,1314658,0,0.0,1562660,0.9971349264588585,0.25,0.46481754131883257,0.04034734333931072,1.0,0.95,0.9757822022264481,0.0028650735411415626,q99,42.50422648767274,4490,65700
0.04400894142144104,os_scan,34069,1.0,1560990,120,34069,0,0.07764167833655362,1249657,1314658,1249657,1314658,0,0.0,1560990,0.996069297769837,0.25,0.46481754131883257,0.040388764915257364,1.0,0.95,0.9757822022264481,0.003930702230163035,q99_5,52.339280567023735,6160,65700
0.0449496279511284,os_scan,34069,1.0,1559454,57,34069,0,0.07771220933327183,1249657,1314658,1249657,1314658,0,0.0,1559454,0.9950891746163417,0.25,0.46481754131883257,0.040426938000952525,1.0,0.95,0.9757822022264481,0.004910825383658233,q99_9,65.42272085430317,7696,65700
0.04319502709985608,os_scan,34069,1.0,1562319,107,34069,0,0.07758075572158073,1249657,1314658,1249657,1314658,0,0.0,1562319,0.9969173340139744,0.5,0.46481754131883257,0.04035579437340719,1.0,0.95,0.9757822022264481,0.003082665986025588,q99,39.658101994139,4831,65700
0.04417123434485715,os_scan,34069,1.0,1560725,127,34069,0,0.07765383763019872,1249657,1314658,1249657,1314658,0,0.0,1560725,0.9959002010018186,0.5,0.46481754131883257,0.04039534561999478,1.0,0.95,0.9757822022264481,0.0040997989981814125,q99_5,48.92128892089369,6425,65700
0.04497657470067673,os_scan,34069,1.0,1559410,55,34069,0,0.07771423164045635,1249657,1314658,1249657,1314658,0,0.0,1559410,0.9950610981718406,0.5,0.46481754131883257,0.040428032563949515,1.0,0.95,0.9757822022264481,0.004938901828159398,q99_9,61.16322996406754,7740,65700
0.04361025201335089,os_scan,34069,1.0,1561641,126,34069,0,0.07761182393102116,1249657,1314658,1249657,1314658,0,0.0,1561641,0.996484701528252,1.0,0.46481754131883257,0.04037260783081112,1.0,0.95,0.9757822022264481,0.0035152984717480777,q99,33.67780990591555,5509,65700
