accuracy,alpha,attack,attack_interval_count,attack_interval_detection_rate,benign_false_positive_count,continuous_alert_segments,detected_attack_intervals,detection_delay_rows,f1,first_attack_evaluation_index,first_attack_raw_index,first_detection_evaluation_index,first_detection_raw_index,fn,fnr,fp,fpr,pr_auc,precision,recall,roc_auc,series,specificity,threshold_method,threshold_value,tn,tp
0.043599228343081116,0.1,os_scan,34069,1.0,1561659,197,34069,0,0.07761099878976456,1249657,1314658,1249657,1314658,0,0.0,1561659,0.996496187346457,0.4720729971514632,0.040372161274801685,1.0,0.9764786246407707,ewma,0.003503812653543056,mean_plus_3std,0.03432573317821113,5491,65700
0.04492390605383226,0.1,os_scan,34069,1.0,1559496,132,34069,0,0.07771027904732165,1249657,1314658,1249657,1314658,0,0.0,1559496,0.9951159748588202,0.4720729971514632,0.04042589324610693,1.0,0.9764786246407707,ewma,0.004884025141179848,mean_plus_4std,0.039071716230464584,7654,65700
0.0457010748078513,0.1,os_scan,34069,1.0,1558227,185,34069,0,0.0777686436118741,1249657,1314658,1249657,1314658,0,0.0,1558227,0.9943062246753661,0.4720729971514632,0.040457483618413885,1.0,0.9764786246407707,ewma,0.00569377532463389,mean_plus_5std,0.04381769928271803,8923,65700
0.04187463637198763,0.1,os_scan,34069,1.0,1564475,185,34069,0,0.07748212574629615,1249657,1314658,1249657,1314658,0,0.0,1564475,0.9982930797945315,0.4720729971514632,0.04030242151916205,1.0,0.9764786246407707,ewma,0.0017069202054685257,median_plus_3mad,0.02892396470415262,2675,65700
0.04379949168631534,0.1,os_scan,34069,1.0,1561332,210,34069,0,0.07762599159228986,1249657,1314658,1249657,1314658,0,0.0,1561332,0.9962875283157324,0.4720729971514632,0.040380275249657045,1.0,0.9764786246407707,ewma,0.0037124716842676197,median_plus_5mad,0.03497807714142094,5818,65700
0.04521664574210736,0.1,os_scan,34069,1.0,1559018,120,34069,0,0.07773225320601178,1249657,1314658,1249657,1314658,0,0.0,1559018,0.9948109625753757,0.4720729971514632,0.04043778674206847,1.0,0.9764786246407707,ewma,0.005189037424624318,median_plus_7mad,0.04103218957868926,8132,65700
0.044782435618703494,0.2,os_scan,34069,1.0,1559727,418,34069,0,0.07769966418843766,1249657,1314658,1249657,1314658,0,0.0,1559727,0.9952633761924513,0.47692754604651383,0.040420148059556044,1.0,0.9770632016033526,ewma,0.004736623807548735,q99,0.0381403162401455,7423,65700
0.04764614018434026,0.2,os_scan,34069,1.0,1555051,397,34069,0,0.07791510100204513,1249657,1314658,1249657,1314658,0,0.0,1555051,0.9922796158631911,0.47692754604651383,0.040536763512717254,1.0,0.9770632016033526,ewma,0.007720384136808857,q99_5,0.05092181412622512,12099,65700
0.0526619101570873,0.2,os_scan,34069,1.0,1546861,569,34069,0,0.07829533070243544,1249657,1314658,1249657,1314658,0,0.0,1546861,0.9870535685799062,0.47692754604651383,0.040742644774368224,1.0,0.9770632016033526,ewma,0.012946431420093801,q99_9,0.06577776047523963,20289,65700
0.04455767523042533,0.2,os_scan,34069,1.0,1560094,425,34069,0,0.07768280585092234,1249657,1314658,1249657,1314658,0,0.0,1560094,0.9954975592636315,0.47692754604651383,0.04041102378284088,1.0,0.9770632016033526,ewma,0.004502440736368567,mean_plus_3std,0.03738023505317184,7056,65700
0.045998101479009096,0.2,os_scan,34069,1.0,1557742,298,34069,0,0.07779097316862643,1249657,1314658,1249657,1314658,0,0.0,1557742,0.9939967456848419,0.47692754604651383,0.04046957020946852,1.0,0.9770632016033526,ewma,0.006003254315158089,mean_plus_4std,0.04314086081131238,9408,65700
0.047217441896071286,0.2,os_scan,34069,1.0,1555751,347,34069,0,0.07788277397814423,1249657,1314658,1249657,1314658,0,0.0,1555751,0.9927262865711642,0.47692754604651383,0.04051926330182041,1.0,0.9770632016033526,ewma,0.007273713428835785,mean_plus_5std,0.04890148656945291,11399,65700
0.04227516305845607,0.2,os_scan,34069,1.0,1563821,329,34069,0,0.07751201760714385,1249657,1314658,1249657,1314658,0,0.0,1563821,0.9978757617330823,0.47692754604651383,0.040318596691911304,1.0,0.9770632016033526,ewma,0.002124238266917653,median_plus_3mad,0.02971780201412021,3329,65700
0.044290657439446365,0.2,os_scan,34069,1.0,1560530,414,34069,0,0.07766278746756662,1249657,1314658,1249657,1314658,0,0.0,1560530,0.9957757713045975,0.47692754604651383,0.040400189395104015,1.0,0.9770632016033526,ewma,0.004224228695402482,median_plus_5mad,0.03651127707809752,6620,65700
0.0460372967510794,0.2,os_scan,34069,1.0,1557678,303,34069,0,0.07779392070703663,1249657,1314658,1249657,1314658,0,0.0,1557678,0.993955907220113,0.47692754604651383,0.040471165680451504,1.0,0.9770632016033526,ewma,0.006044092779887056,median_plus_7mad,0.043304752142074826,9472,65700
